"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"CoreNet-ICMP6-PP-Out","CoreNet-ICMP6-PP-Out","Core Networking - Parameter Problem (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.","@FirewallAPI.dll,-25117","CoreNet-ICMP6-PP-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-PP-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-NDS-In","CoreNet-ICMP6-NDS-In","Core Networking - Neighbor Discovery Solicitation (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.","@FirewallAPI.dll,-25019","CoreNet-ICMP6-NDS-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-NDS-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-NDS-Out","CoreNet-ICMP6-NDS-Out","Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.","@FirewallAPI.dll,-25020","CoreNet-ICMP6-NDS-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-NDS-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-NDA-In","CoreNet-ICMP6-NDA-In","Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.","@FirewallAPI.dll,-25026","CoreNet-ICMP6-NDA-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-NDA-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-NDA-Out","CoreNet-ICMP6-NDA-Out","Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.","@FirewallAPI.dll,-25027","CoreNet-ICMP6-NDA-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-NDA-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-RA-In","CoreNet-ICMP6-RA-In","Core Networking - Router Advertisement (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.","@FirewallAPI.dll,-25012","CoreNet-ICMP6-RA-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-RA-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-RA-Out","CoreNet-ICMP6-RA-Out","Core Networking - Router Advertisement (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.","@FirewallAPI.dll,-25013","CoreNet-ICMP6-RA-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-RA-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-RS-In","CoreNet-ICMP6-RS-In","Core Networking - Router Solicitation (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.","@FirewallAPI.dll,-25009","CoreNet-ICMP6-RS-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-RS-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-RS-Out","CoreNet-ICMP6-RS-Out","Core Networking - Router Solicitation (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.","@FirewallAPI.dll,-25008","CoreNet-ICMP6-RS-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-RS-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LQ-In","CoreNet-ICMP6-LQ-In","Core Networking - Multicast Listener Query (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.","@FirewallAPI.dll,-25061","CoreNet-ICMP6-LQ-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LQ-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LQ-Out","CoreNet-ICMP6-LQ-Out","Core Networking - Multicast Listener Query (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.","@FirewallAPI.dll,-25062","CoreNet-ICMP6-LQ-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LQ-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LR-In","CoreNet-ICMP6-LR-In","Core Networking - Multicast Listener Report (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","@FirewallAPI.dll,-25068","CoreNet-ICMP6-LR-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LR-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LR-Out","CoreNet-ICMP6-LR-Out","Core Networking - Multicast Listener Report (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","@FirewallAPI.dll,-25069","CoreNet-ICMP6-LR-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LR-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LR2-In","CoreNet-ICMP6-LR2-In","Core Networking - Multicast Listener Report v2 (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","@FirewallAPI.dll,-25075","CoreNet-ICMP6-LR2-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LR2-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LR2-Out","CoreNet-ICMP6-LR2-Out","Core Networking - Multicast Listener Report v2 (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","@FirewallAPI.dll,-25076","CoreNet-ICMP6-LR2-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LR2-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LD-In","CoreNet-ICMP6-LD-In","Core Networking - Multicast Listener Done (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.","@FirewallAPI.dll,-25082","CoreNet-ICMP6-LD-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LD-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-LD-Out","CoreNet-ICMP6-LD-Out","Core Networking - Multicast Listener Done (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.","@FirewallAPI.dll,-25083","CoreNet-ICMP6-LD-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-LD-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP4-DUFRAG-In","CoreNet-ICMP4-DUFRAG-In","Core Networking - Destination Unreachable Fragmentation Needed (ICMPv4-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Destination Unreachable Fragmentation Needed error messages are sent from any node that a packet traverses which is unable to forward the packet because fragmentation was needed and the don't fragment bit was set.","@FirewallAPI.dll,-25251","CoreNet-ICMP4-DUFRAG-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP4-DUFRAG-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IGMP-In","CoreNet-IGMP-In","Core Networking - Internet Group Management Protocol (IGMP-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"IGMP messages are sent and received by nodes to create, join and depart multicast groups.","@FirewallAPI.dll,-25376","CoreNet-IGMP-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IGMP-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IGMP-Out","CoreNet-IGMP-Out","Core Networking - Internet Group Management Protocol (IGMP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"IGMP messages are sent and received by nodes to create, join and depart multicast groups.","@FirewallAPI.dll,-25377","CoreNet-IGMP-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IGMP-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-DHCP-In","CoreNet-DHCP-In","Core Networking - Dynamic Host Configuration Protocol (DHCP-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.","@FirewallAPI.dll,-25301","CoreNet-DHCP-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DHCP-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-DHCP-Out","CoreNet-DHCP-Out","Core Networking - Dynamic Host Configuration Protocol (DHCP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.","@FirewallAPI.dll,-25302","CoreNet-DHCP-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DHCP-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-DHCPV6-In","CoreNet-DHCPV6-In","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.","@FirewallAPI.dll,-25304","CoreNet-DHCPV6-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DHCPV6-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-DHCPV6-Out","CoreNet-DHCPV6-Out","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.","@FirewallAPI.dll,-25305","CoreNet-DHCPV6-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DHCPV6-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-Teredo-In","CoreNet-Teredo-In","Core Networking - Teredo (UDP-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.","@FirewallAPI.dll,-25326","CoreNet-Teredo-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-Teredo-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-Teredo-Out","CoreNet-Teredo-Out","Core Networking - Teredo (UDP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.","@FirewallAPI.dll,-25327","CoreNet-Teredo-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-Teredo-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPHTTPS-In","CoreNet-IPHTTPS-In","Core Networking - IPHTTPS (TCP-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","@FirewallAPI.dll,-25426","CoreNet-IPHTTPS-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPHTTPS-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPHTTPS-Out","CoreNet-IPHTTPS-Out","Core Networking - IPHTTPS (TCP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","@FirewallAPI.dll,-25427","CoreNet-IPHTTPS-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPHTTPS-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPv6-In","CoreNet-IPv6-In","Core Networking - IPv6 (IPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","@FirewallAPI.dll,-25351","CoreNet-IPv6-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPv6-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-IPv6-Out","CoreNet-IPv6-Out","Core Networking - IPv6 (IPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","@FirewallAPI.dll,-25352","CoreNet-IPv6-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-IPv6-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-NP-Out-TCP","CoreNet-GP-NP-Out-TCP","Core Networking - Group Policy (NP-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Core Networking - Group Policy (NP-Out)","@FirewallAPI.dll,-25401","CoreNet-GP-NP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-NP-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-Out-TCP","CoreNet-GP-Out-TCP","Core Networking - Group Policy (TCP-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow remote RPC traffic for Group Policy updates. [TCP]","@FirewallAPI.dll,-25403","CoreNet-GP-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"CoreNet-DNS-Out-UDP","CoreNet-DNS-Out-UDP","Core Networking - DNS (UDP-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow DNS requests. DNS responses based on requests that matched this rule will be permitted regardless of source address.  This behavior is classified as loose source mapping. [LSM] [UDP 53]","@FirewallAPI.dll,-25405","CoreNet-DNS-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-DNS-Out-UDP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-GP-LSASS-Out-TCP","CoreNet-GP-LSASS-Out-TCP","Core Networking - Group Policy (LSASS-Out)","@FirewallAPI.dll,-25000","True","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow remote LSASS traffic for Group Policy updates [TCP].","@FirewallAPI.dll,-25407","CoreNet-GP-LSASS-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-GP-LSASS-Out-TCP","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-25000","65536",
"ComPlusNetworkAccess-DCOM-In","ComPlusNetworkAccess-DCOM-In","COM+ Network Access (DCOM-In)","@%systemroot%\system32\firewallapi.dll,-3400","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow DCOM traffic for COM+ Network Access. [TCP 135]","@%systemroot%\system32\firewallapi.dll,-3401","ComPlusNetworkAccess-DCOM-In",,,"2",,"3","MSFT|FW|FirewallRule|ComPlusNetworkAccess-DCOM-In","2",,"",,,"3","","","COM+ Network Access","False","False",,"System.String[]","PersistentStore","0","@%systemroot%\system32\firewallapi.dll,-3400","65536",
"ComPlusRemoteAdministration-DCOM-In","ComPlusRemoteAdministration-DCOM-In","COM+ Remote Administration (DCOM-In)","@%systemroot%\system32\firewallapi.dll,-3405","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow DCOM traffic to the COM+ System Application for remote administration.","@%systemroot%\system32\firewallapi.dll,-3406","ComPlusRemoteAdministration-DCOM-In",,,"2",,"3","MSFT|FW|FirewallRule|ComPlusRemoteAdministration-DCOM-In","2",,"",,,"3","","","COM+ Remote Administration","False","False",,"System.String[]","PersistentStore","0","@%systemroot%\system32\firewallapi.dll,-3405","65536",
"MSDTC-In-TCP","MSDTC-In-TCP","Distributed Transaction Coordinator (TCP-In)","@FirewallAPI.dll,-33502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]","@FirewallAPI.dll,-33503","MSDTC-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-In-TCP","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33502","65536",
"MSDTC-Out-TCP","MSDTC-Out-TCP","Distributed Transaction Coordinator (TCP-Out)","@FirewallAPI.dll,-33502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule to allow traffic for the Distributed Transaction Coordinator. [TCP]","@FirewallAPI.dll,-33507","MSDTC-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-Out-TCP","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33502","65536",
"MSDTC-KTMRM-In-TCP","MSDTC-KTMRM-In-TCP","Distributed Transaction Coordinator (RPC)","@FirewallAPI.dll,-33502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-33511","MSDTC-KTMRM-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-KTMRM-In-TCP","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33502","65536",
"MSDTC-RPCSS-In-TCP","MSDTC-RPCSS-In-TCP","Distributed Transaction Coordinator (RPC-EPMAP)","@FirewallAPI.dll,-33502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service.","@FirewallAPI.dll,-33513","MSDTC-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MSDTC-RPCSS-In-TCP","2",,"",,,"3","","","Distributed Transaction Coordinator","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-33502","65536",
"RemoteSvcAdmin-In-TCP","RemoteSvcAdmin-In-TCP","Remote Service Management (RPC)","@FirewallAPI.dll,-29502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the local Service Control Manager to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-29503","RemoteSvcAdmin-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteSvcAdmin-In-TCP","2",,"",,,"3","","","Remote Service Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29502","65536",
"RemoteSvcAdmin-NP-In-TCP","RemoteSvcAdmin-NP-In-TCP","Remote Service Management (NP-In)","@FirewallAPI.dll,-29502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the local Service Control Manager to be remotely managed over Named Pipes.","@FirewallAPI.dll,-29507","RemoteSvcAdmin-NP-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteSvcAdmin-NP-In-TCP","2",,"",,,"3","","","Remote Service Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29502","65536",
"RemoteSvcAdmin-RPCSS-In-TCP","RemoteSvcAdmin-RPCSS-In-TCP","Remote Service Management (RPC-EPMAP)","@FirewallAPI.dll,-29502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Service Control Manager.","@FirewallAPI.dll,-29515","RemoteSvcAdmin-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteSvcAdmin-RPCSS-In-TCP","2",,"",,,"3","","","Remote Service Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29502","65536",
